,תאריך הדיווח,30/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,303יל השתלמות כללי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,קוד קופת הגמל,513611509-00000000001038-1162-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4. מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,ספק מידע,מספר מנפיק,ענף מסחר,סוג מטבע,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דמרי- י.ח.דמרי בניה ופיתוח בע""מ",1090315,TASE,אחר,1193,"נדל""ן ובינוי",שקל חדש,"84,529.00","6,306.00","5,330.40",0.47,0.27,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרס- ישרס חברה להשקעות בע""מ",613034,TASE,אחר,613,"נדל""ן ובינוי",שקל חדש,"45,359.00","41,060.00","18,624.41",0.90,0.95,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מבני תעשיה- מבני תעשיה בע""מ",226019,TASE,אחר,226,"נדל""ן ובינוי",שקל חדש,"9,100.00",485.40,44.17,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מגה אור- מגה אור החזקות בע""מ",1104488,TASE,אחר,1450,"נדל""ן ובינוי",שקל חדש,"356,688.00","3,326.00","11,863.44",1.27,0.60,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נורסטאר- נורסטאר החזקות אינק  לשעבר גזית אינק,723007,TASE,אחר,723,"נדל""ן ובינוי",שקל חדש,"346,942.00","7,603.00","26,378.00",1.19,1.34,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סאמיט- סאמיט אחזקות נדל""ן בע""מ",1081686,TASE,אחר,1060,"נדל""ן ובינוי",שקל חדש,"961,753.00","2,429.00","23,360.98",1.21,1.19,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן- סלע קפיטל נדל""ן בע""מ",1109644,TASE,אחר,1514,"נדל""ן ובינוי",שקל חדש,"729,337.00",644.80,"4,702.76",0.52,0.24,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אשטרום קבוצה- קבוצת אשטרום,1132315,TASE,אחר,1618,"נדל""ן ובינוי",שקל חדש,"525,760.00","1,152.00","6,056.76",0.64,0.31,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן- רבוע כחול נדל""ן בע""מ",1098565,TASE,אחר,1349,"נדל""ן ובינוי",שקל חדש,"45,441.00","17,000.00","7,724.97",0.39,0.39,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ריט 1- ריט 1 בע""מ",1098920,TASE,אחר,1357,"נדל""ן ובינוי",שקל חדש,"1,157,139.00","1,203.00","13,920.38",0.71,0.71,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אבגול- אבגול תעשיות 1953 בע""מ",1100957,TASE,אחר,1390,"עץ, נייר ודפוס",שקל חדש,"1,344,983.00",459.20,"6,176.16",0.46,0.31,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נייר חדרה- נייר חדרה לשעבר מפעלי נייר,632018,TASE,אחר,632,"עץ, נייר ודפוס",שקל חדש,"140,614.00","16,160.00","22,723.22",2.20,1.16,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שלאג- שלא""ג תעשיות בע""מ",1090547,TASE,אחר,1198,"עץ, נייר ודפוס",שקל חדש,"400,292.00","1,754.00","7,021.12",1.09,0.36,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גילת- גילת רשתות לווין בע""מ",1082510,TASE,אחר,2030,ציוד תקשורת,שקל חדש,"13,107.00","1,815.00",237.89,0.02,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אנרג'יקס- אנרג'יקס אנרגיות מתחדשות בע""מ",1123355,TASE,אחר,1581,קלינטק,שקל חדש,"895,804.00",251.70,"2,254.74",0.25,0.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"וואן טכנולוגיות תוכנה- וואן טכנולוגיות תוכנה(או.אס.טי)בע""מ",161018,TASE,אחר,161,שירותי מידע,שקל חדש,"63,709.00","12,980.00","8,269.43",0.94,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חילן טק- חילן טק בע""מ",1084698,TASE,אחר,1110,שירותי מידע,שקל חדש,252.00,"6,400.00",16.13,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מטריקס- מטריקס אי.טי בע""מ",445015,TASE,אחר,445,שירותי מידע,שקל חדש,"204,564.00","3,416.00","6,987.91",0.34,0.36,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מלם תים- מלם-תים בע""מ",156018,TASE,אחר,156,שירותי מידע,שקל חדש,"12,043.00","39,330.00","4,736.51",0.46,0.24,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פורמולה מערכות- פורמולה מערכות (1985)בע""מ",256016,TASE,אחר,256,שירותי מידע,שקל חדש,"141,005.00","14,420.00","20,332.92",0.96,1.03,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דנאל כא- דנאל (אדיר יהושע) בע""מ",314013,TASE,אחר,314,שירותים,שקל חדש,"77,152.00","16,550.00","12,768.66",1.60,0.65,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מיטב דש- מיטב דש השקעות בע""מ",1081843,TASE,אחר,1064,שירותים פיננסיים,שקל חדש,"72,486.00","1,537.00","1,114.11",0.11,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מג'יק- מג'יק תעשיות תכנה בע""מ",1082312,TASE,אחר,2026,תוכנה ואינטרנט,שקל חדש,"394,900.00","2,824.00","11,151.98",0.89,0.57,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,סאפיינס- סאפיינס אינטרנשיונל קורפוריישן N.V,1087659,TASE,אחר,1146,תוכנה ואינטרנט,שקל חדש,"87,487.00","4,751.00","4,156.51",0.17,0.21,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אינטרנט זהב- אינטרנט גולד - קווי זהב בע""מ",1083443,TASE,אחר,2156,תקשורת ומדיה,שקל חדש,"344,600.00","3,770.00","12,991.42",1.37,0.66,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בי קומיונקיישנס- בי קומיוניקיישנס בע""מ לשעבר סמייל 012",1107663,TASE,אחר,1422,תקשורת ומדיה,שקל חדש,"195,018.00","7,291.00","14,218.76",0.65,0.72,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ מניות היתר",,,,,,,"23,882,725.02",,"243,143.46",,12.38,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בריל- בריל תעשיות נעליים בע""מ",399014,TASE,אחר,399,אופנה והלבשה,שקל חדש,"7,962.00","1,674.00",133.28,0.13,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סיאי- סי אי סיסטמס (ישראל) בע""מ",442012,TASE,אחר,442,אלקטרוניקה ואופטיקה,שקל חדש,"78,668.00",442.70,348.26,0.71,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פיסיבי טכנולוגיות- פי.סי.בי. טכנולוגיות בע""מ",1091685,TASE,אחר,1221,אלקטרוניקה ואופטיקה,שקל חדש,"737,322.00",343.00,"2,529.01",2.22,0.13,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פריורטק- פריורטק בע""מ",328013,TASE,אחר,328,אלקטרוניקה ואופטיקה,שקל חדש,"149,465.00","2,040.00","3,049.09",1.28,0.16,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אבוג'ן- אבוג'ן בע""מ",1105055,TASE,אחר,1461,ביוטכנולוגיה,שקל חדש,"99,347.00","1,927.00","1,914.42",0.39,0.10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפוסנס- אפוסנס בע""מ",1119593,TASE,אחר,1545,ביוטכנולוגיה,שקל חדש,"473,019.00",109.50,517.96,1.76,0.03,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אורביט- אורביט-אלחוט טכנולוגיות בע""מ",265017,TASE,אחר,265,ביטחוניות,שקל חדש,"198,197.00",712.50,"1,412.15",1.85,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אימקו- אימקו תעשיות בע""מ",282012,TASE,אחר,282,ביטחוניות,שקל חדש,"53,125.00","1,862.00",989.19,0.99,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אראסאל- אר.אס.אל.אלקטרוניקה בע""מ",299016,TASE,אחר,299,ביטחוניות,שקל חדש,"5,100.00",204.80,10.44,0.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ירושלים- בנק ירושלים בע""מ",726018,TASE,אחר,726,בנקים,שקל חדש,"18,347.00",793.70,145.62,0.03,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"הון אחזקות-ש- ע.ל הון אחזקות(2016)בע""מ",1084367,TASE,אחר,1102,השקעות בהיי-טק,שקל חדש,368.00,780.00,2.87,0.03,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"הדסית ביו- אייץ' בי אל - הדסית ביו אחזקות בע""מ",1095405,TASE,אחר,1294,השקעות במדעי החיים,שקל חדש,"16,900.40",215.00,36.34,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אלרון- אלרון תעשיה אלקטרונית בע""מ",749077,TASE,אחר,749,השקעות במדעי החיים,שקל חדש,"74,865.00","1,808.00","1,353.56",0.25,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ביומדיקס- ביומדיקס אינקובטור בע""מ",368019,TASE,אחר,368,השקעות במדעי החיים,שקל חדש,"310,000.00",5.50,17.05,0.22,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"כלל ביוטכנולוגיה- כלל תעשיות ביוטכנולוגיה בע""מ",1104280,TASE,אחר,1447,השקעות במדעי החיים,שקל חדש,"913,184.00",315.60,"2,882.01",0.67,0.15,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"קפיטל פוינט- קפיטל פוינט בע""מ",1097146,TASE,אחר,1325,השקעות במדעי החיים,שקל חדש,"2,672,233.00",64.50,"1,723.59",2.17,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בי.ג'י.איי (בהשעיה)- בי.ג'י.איי השקעות (1961) בע""מ",1092709,TASE,אחר,1238,השקעות ואחזקות,שקל חדש,"50,790.00",42.30,21.48,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חירון - חירון-מסחר השקעות ומבנה תעשיה בע""מ",150011,TASE,אחר,150,השקעות ואחזקות,שקל חדש,"1,552.00","127,000.00","1,971.04",0.31,0.10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"יצוא- יצוא-חברה להשקעות בע""מ",704015,TASE,אחר,704,השקעות ואחזקות,שקל חדש,"114,588.00","2,394.00","2,743.24",1.01,0.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לפידות- לפידות חברת מחפשי נפט לישראל בע""מ",642017,TASE,אחר,642,השקעות ואחזקות,שקל חדש,"607,409.00","2,084.00","12,658.40",1.40,0.64,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ערד- ערד השקעות ופתוח תעשיה בע""מ",731018,TASE,אחר,731,השקעות ואחזקות,שקל חדש,"20,239.00","19,270.00","3,900.06",0.26,0.20,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"תדאה- תדאה, פיתוח טכנולוגי ואוטומציה בע""מ",142018,TASE,אחר,142,השקעות ואחזקות,שקל חדש,"168,429.00","1,246.00","2,098.63",2.58,0.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אלון חיפושי גז- אלון חיפושי גז טבעי בע""מ",1117688,TASE,אחר,1531,חיפושי נפט וגז,שקל חדש,"232,092.00","6,371.00","14,786.58",1.65,0.75,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דלק אנרגיה- דלק מערכות אנרגיה בע""מ",565010,TASE,אחר,565,חיפושי נפט וגז,שקל חדש,"12,480.00","188,400.00","23,512.32",0.24,1.20,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,הזדמנות ישראלית מקורות אנרגיה- הזדמנות ישראלית מקורות אנרגיה שותפות מובלת,1119924,TASE,אחר,1551,חיפושי נפט וגז,שקל חדש,"269,472.70",126.60,341.15,0.72,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,לפידות חלץ יהש- לפידות-חלץ - שותפות מוגבלת,1091248,TASE,אחר,1216,חיפושי נפט וגז,שקל חדש,"418,990.35",130.50,546.78,0.60,0.03,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נפטא חיפושים- נפטא חיפושים - שותפות מוגבלת,274019,TASE,אחר,274,חיפושי נפט וגז,שקל חדש,"3,061.00","1,416.00",43.34,0.01,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שמן נפט וגז- שמן משאבי נפט וגז בע""מ",1125012,TASE,אחר,1595,חיפושי נפט וגז,שקל חדש,"7,812.77",261.00,20.39,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מר- ח.מר תעשיות בע""מ",338012,TASE,אחר,338,חשמל,שקל חדש,"43,071.00","2,312.00",995.80,0.37,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שנפ- מפעלי ע. שנפ ושות' בע""מ",1103571,TASE,אחר,1427,חשמל,שקל חדש,"179,255.00","3,547.00","6,358.17",1.41,0.32,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"תאת טכנולוגיות- תאת טכנולוגיות בע""מ",1082726,TASE,אחר,2110,חשמל,שקל חדש,"115,299.00","3,556.00","4,100.03",1.27,0.21,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גולן פלסטיק- גולן מוצרי פלסטיק בע""מ",1091933,TASE,אחר,1226,"כימיה, גומי ופלסטיק",שקל חדש,"207,226.00",890.00,"1,844.31",0.79,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גניגר- גניגר מפעלי פלסטיק בע""מ",1095892,TASE,אחר,1301,"כימיה, גומי ופלסטיק",שקל חדש,"459,182.00","2,727.00","12,521.89",3.02,0.64,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"כפרית- כפרית תעשיות (1993) בע""מ",522011,TASE,אחר,522,"כימיה, גומי ופלסטיק",שקל חדש,"587,649.00","1,814.00","10,659.95",2.48,0.54,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקסימה- מקסימה המרכז להפרדת אויר בע""מ",134015,TASE,אחר,134,"כימיה, גומי ופלסטיק",שקל חדש,"33,292.00","1,351.00",449.77,0.17,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"נובולוג- נובולוג פארם אפ 1966 בע""מ",1140151,TASE,אחר,1677,"כימיה, גומי ופלסטיק",שקל חדש,"3,523,000.00",173.00,"6,094.79",1.01,0.31,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבל- רבל אי.סי.אס. בע""מ",1103878,TASE,אחר,1436,"כימיה, גומי ופלסטיק",שקל חדש,"878,903.00",885.70,"7,784.44",1.13,0.40,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רם-און- רם-און השקעות והחזקות (1999) בע""מ",1090943,TASE,אחר,1209,"כימיה, גומי ופלסטיק",שקל חדש,"183,529.00","1,528.00","2,804.32",1.09,0.14,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"קווליטאו- קווליטאו בע""מ",1083955,TASE,אחר,1093,מוליכים למחצה,שקל חדש,"48,561.00",719.80,349.54,1.14,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"קמטק- קמטק בע""מ",1095264,TASE,אחר,2174,מוליכים למחצה,שקל חדש,"99,410.00","1,350.00","1,342.04",0.27,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גן שמואל- גן שמואל מזון בע""מ",532010,TASE,אחר,532,מזון,שקל חדש,"106,650.00","3,431.00","3,659.16",0.67,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"זנלכל- זנלכל בע""מ",130013,TASE,אחר,130,מזון,שקל חדש,495.00,"1,961.00",9.71,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מעברות- מוצרי מעברות בע""מ",528018,TASE,אחר,528,מזון,שקל חדש,"94,156.00","6,926.00","6,521.24",0.96,0.33,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"צאם- צאם מוצרי מזון (ישראל) בע""מ",342014,TASE,אחר,342,מזון,שקל חדש,"20,375.00",302.20,61.57,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ביו ויו- ביו ויו בע""מ",1096049,TASE,אחר,1305,מכשור רפואי,שקל חדש,"479,500.00",392.50,"1,882.04",3.44,0.10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מדיקל קומפרישיין- מדיקל קומפרישין סיסטם (די.בי.אן.) בע""מ",1096890,TASE,אחר,1318,מכשור רפואי,שקל חדש,"138,658.00",30.80,42.71,0.77,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרוטל- ישרוטל בע""מ",1080985,TASE,אחר,1032,מלונאות ותיירות,שקל חדש,"6,365.00","3,050.00",194.13,0.01,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אילקס מדיקל- אילקס מדיקל בע""מ",1080753,TASE,אחר,1019,מסחר,שקל חדש,"3,920.00","4,045.00",158.56,0.04,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ברימאג ( חסום)- ברימאג דיגיטל אייג' בע""מ",1094283,TASE,אחר,1269,מסחר,שקל חדש,"62,956.00","2,137.37","1,345.60",0.61,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ברימאג- ברימאג דיגיטל אייג' בע""מ",1094283,TASE,אחר,1269,מסחר,שקל חדש,"27,853.00","2,243.00",624.74,0.27,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ויליפוד- וילי פוד השקעות בע""מ",371013,TASE,אחר,371,מסחר,שקל חדש,"15,997.00","1,518.00",242.83,0.12,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"טיב טעם- טיב טעם הולדינגס 1 בע""מ",103010,TASE,אחר,103,מסחר,שקל חדש,"1,351,434.00",293.60,"3,967.81",1.30,0.20,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מנדלסוןתשת- מנדלסון תשתיות ותעשיות בע""מ",1129444,TASE,אחר,1247,מסחר,שקל חדש,"280,730.00",630.30,"1,769.44",0.84,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"נטו מלינדה- נטו מלינדה סחר בע""מ",1105097,TASE,אחר,1463,מסחר,שקל חדש,"128,932.00","5,046.00","6,505.91",0.62,0.33,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ניסקו חשמל- ניסקו חשמל ואלקטרוניקה בע""מ",1103621,TASE,אחר,1429,מסחר,שקל חדש,"13,500.00",940.00,126.90,0.16,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"נעמן- נעמן פורצלן בע""מ",1083575,TASE,אחר,1085,מסחר,שקל חדש,"42,321.00",315.60,133.57,0.23,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"עמיר שיווק- עמיר שיווק והשקעות בחקלאות בע""מ",1092204,TASE,אחר,1232,מסחר,שקל חדש,"224,219.00","3,194.00","7,161.55",1.79,0.36,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"קרסו- קרסו מוטורס בע""מ",1123850,TASE,אחר,1585,מסחר,שקל חדש,"162,198.00","3,971.00","6,440.88",0.24,0.33,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ראלקו- ראלקו סוכנויות בע""מ",393017,TASE,אחר,393,מסחר,שקל חדש,"33,033.00","3,753.00","1,239.73",0.79,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפריקה תעשיות- אפריקה ישראל תעשיות בע""מ",800011,TASE,אחר,800,מתכת ומוצרי בניה,שקל חדש,"4,168.00","7,487.00",312.06,0.26,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חד אסף תעשיות- חד-אסף תעשיות בע""מ",351015,TASE,אחר,351,מתכת ומוצרי בניה,שקל חדש,"85,839.00","1,628.00","1,397.46",0.70,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בית שמש- מנועי בית שמש אחזקות (1997) בע""מ",1081561,TASE,אחר,1054,מתכת ומוצרי בניה,שקל חדש,"2,500.00","7,069.00",176.73,0.04,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"צינורות המזה""ת- צנורות המזרח התיכון בע""מ",454017,TASE,אחר,454,מתכת ומוצרי בניה,שקל חדש,"25,350.00",617.30,156.49,0.05,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לכיש- תעשיות לכיש בע""מ",826016,TASE,אחר,826,מתכת ומוצרי בניה,שקל חדש,"8,400.00",588.00,49.39,0.11,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אדגר- אדגר השקעות ופיתוח בע""מ",1820083,TASE,אחר,182,"נדל""ן ובינוי",שקל חדש,"1,065,803.00",626.40,"6,676.19",0.93,0.34,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דוניץ- אחים דוניץ בע""מ",400010,TASE,אחר,400,"נדל""ן ובינוי",שקל חדש,"22,322.00","7,900.00","1,763.44",0.28,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אלקטרה נדלן- אלקטרה נדל""ן בע""מ",1094044,TASE,אחר,1264,"נדל""ן ובינוי",שקל חדש,"210,476.00",674.00,"1,418.61",0.37,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אספן גרופ- אספן גרופ בע""מ",313015,TASE,אחר,313,"נדל""ן ובינוי",שקל חדש,"69,307.00",625.10,433.24,0.12,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
